condition,w_base,w_max,enable_normative,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
D_full_model,2,6,true,4,75,true,23,25,26,26,0.0,0.9974309760832526,98,0.8485495538667401,0.98,75
D_full_model,2,6,true,5,102,true,44,44,53,53,1.0,0.9991062790798563,98,0.8257477733530657,0.98,102
D_full_model,2,6,true,6,104,true,37,37,55,55,1.0,0.9995760075539148,96,0.8454492510663069,0.96,104
D_full_model,2,6,true,7,98,true,30,32,49,49,1.0,0.9995556080453751,98,0.8519144088604667,0.98,98
D_full_model,2,6,true,8,105,true,44,44,56,56,0.0,0.9992910852894452,99,0.8191779030975161,0.99,105
D_full_model,2,6,true,9,87,true,29,29,38,38,0.0,0.9986494875766324,95,0.8446046365416089,0.95,87
D_full_model,2,6,true,10,111,true,49,49,62,62,1.0,0.9992678984813688,100,0.7629143320252364,1.0,111
D_full_model,2,6,true,11,81,true,23,26,27,27,1.0,0.9981415078389194,100,0.8511196964793031,1.0,81
D_full_model,2,6,true,12,106,true,37,40,57,57,1.0,0.9994304942452794,98,0.8371155393335153,0.98,106
D_full_model,2,6,true,13,75,true,22,23,22,24,0.0,0.9979408966686742,98,0.850825053075621,0.98,75
D_full_model,2,6,true,14,74,true,24,25,25,25,0.0,0.9974861259072809,98,0.8480449222767654,0.98,74
D_full_model,2,6,true,15,72,true,22,22,23,23,0.0,0.9968173611532672,99,0.8474216626683725,0.99,72
D_full_model,2,6,true,16,70,true,20,21,20,21,1.0,0.9972168636177591,100,0.8471610141121395,1.0,70
D_full_model,2,6,true,17,81,true,27,27,32,32,0.0,0.9979988745342355,98,0.8503310153565413,0.98,81
D_full_model,2,6,true,18,99,true,32,32,50,50,1.0,0.9995126657863643,96,0.8482366552664997,0.96,99
D_full_model,2,6,true,19,77,true,26,26,28,28,1.0,0.9976949498142443,99,0.8483993061757283,0.99,77
D_full_model,2,6,true,20,95,true,29,30,46,46,0.0,0.999443081448834,99,0.8544376641166869,0.99,95
D_full_model,2,6,true,21,74,true,22,23,25,25,0.0,0.9973541520088915,99,0.8480917492057987,0.99,74
D_full_model,2,6,true,22,102,true,33,33,53,53,0.0,0.9995036148524435,99,0.8520370086227881,0.99,102
D_full_model,2,6,true,23,73,true,22,24,24,24,1.0,0.9972886253930631,99,0.8478033443860917,0.99,73
D_full_model,2,6,true,24,101,true,35,35,52,52,1.0,0.9994332151005723,99,0.8437201423150866,0.99,101
D_full_model,2,6,true,25,76,true,27,27,27,27,0.0,0.9975977300248333,98,0.8485261975082551,0.98,76
D_full_model,2,6,true,26,75,true,26,26,26,26,1.0,0.9974171699626332,99,0.8475398386811247,0.99,75
D_full_model,2,6,true,27,106,true,43,43,57,57,0.0,0.999417251553926,99,0.8113743417059917,0.99,106
D_full_model,2,6,true,28,96,true,32,31,47,47,1.0,0.9993389217831106,98,0.8596110409156457,0.98,96
D_full_model,2,6,true,29,78,true,27,27,28,29,1.0,0.9977090501729213,99,0.8497104671726956,0.99,78
D_full_model,2,6,true,30,103,true,38,38,54,54,0.0,0.9993689565849394,99,0.8194156984471046,0.99,103
D_full_model,2,6,true,31,96,true,32,33,47,47,0.0,0.999349706210024,100,0.8582044270204789,1.0,96
D_full_model,2,6,true,32,71,true,22,22,22,22,0.0,0.9969548886129593,100,0.84667425988561,1.0,71
D_full_model,2,6,true,33,66,true,15,16,17,17,0.0,0.9972604971159724,100,0.8459196698067757,1.0,66
D_full_model,2,6,true,34,93,true,35,33,44,44,0.0,0.9991288105491054,99,0.852455539159741,0.99,93
D_full_model,2,6,true,35,78,true,28,28,29,29,1.0,0.9974989849028028,98,0.8487832281853632,0.98,78
D_full_model,2,6,true,36,102,true,35,35,53,53,1.0,0.9995301647030013,99,0.8400512107232718,0.99,102
D_full_model,2,6,true,37,73,true,23,24,23,24,0.0,0.9970640398873085,100,0.8473388733628272,1.0,73
D_full_model,2,6,true,38,96,true,35,35,47,47,0.0,0.9991777574055996,99,0.8451554802162659,0.99,96
D_full_model,2,6,true,39,69,true,18,19,20,20,1.0,0.9971520042681336,100,0.8468594633402282,1.0,69
D_full_model,2,6,true,40,76,true,24,26,27,27,1.0,0.9976679146785717,97,0.8492634135364837,0.97,76
D_full_model,2,6,true,41,91,true,30,31,42,42,0.0,0.9992030490353698,97,0.8562986748677701,0.97,91
D_full_model,2,6,true,42,74,true,24,25,25,25,0.0,0.9973167947401937,99,0.8477344783454592,0.99,74
D_full_model,2,6,true,43,109,true,39,40,60,60,1.0,0.9997142498387346,100,0.8232336276063699,1.0,109
D_full_model,2,6,true,44,104,true,48,48,55,55,0.0,0.9987162335997904,98,0.7648091207669253,0.98,104
D_full_model,2,6,true,45,82,true,27,27,32,33,1.0,0.9978009714705371,98,0.8505306324396239,0.98,82
D_full_model,2,6,true,46,104,true,34,35,55,55,1.0,0.9996833125698582,97,0.8531947781641634,0.97,104
D_full_model,2,6,true,47,129,true,75,78,80,80,0.0,0.9980505314599688,100,0.7925220888900222,1.0,129
D_full_model,2,6,true,48,69,true,19,19,20,20,1.0,0.9974444885568768,99,0.8478492379319068,0.99,69
D_full_model,2,6,true,49,73,true,24,24,23,24,0.0,0.9975945308269009,97,0.8488912282579089,0.97,73
D_full_model,2,6,true,50,75,true,24,24,24,24,1.0,0.9977094604202399,98,0.8495262704846083,0.98,75
