N,condition,w_base,w_max,enable_normative,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
2000,A_baseline,5,5,false,11,0,false,0,0,0,0,0.5675,0.27155695157716747,0,0.0,0.0,5000
2000,A_baseline,5,5,false,1,0,false,0,0,0,0,0.465,0.26010537330905903,0,0.0,0.0,5000
2000,A_baseline,5,5,false,9,0,false,0,0,0,0,0.3905,0.274845635193051,0,0.0,0.0,5000
2000,A_baseline,5,5,false,19,0,false,0,0,0,0,0.4685,0.2539969791831932,0,0.0,0.0,5000
2000,A_baseline,5,5,false,28,0,false,0,0,0,0,0.235,0.46180184808702257,0,0.0,0.0,5000
2000,A_baseline,5,5,false,18,0,false,0,0,0,0,0.391,0.289785768360443,0,0.0,0.0,5000
2000,A_baseline,5,5,false,26,0,false,0,0,0,0,0.8645,0.6833142455049487,0,0.0,0.0,5000
2000,A_baseline,5,5,false,6,0,false,0,0,0,0,0.2515,0.44675523485884366,0,0.0,0.0,5000
2000,A_baseline,5,5,false,4,0,false,0,0,0,0,0.587,0.27399340405987016,0,0.0,0.0,5000
2000,A_baseline,5,5,false,16,0,false,0,0,0,0,0.426,0.2706785348964942,0,0.0,0.0,5000
2000,A_baseline,5,5,false,14,0,false,0,0,0,0,0.4045,0.2809093153466335,0,0.0,0.0,5000
2000,A_baseline,5,5,false,22,0,false,0,0,0,0,0.5355,0.25339095558501534,0,0.0,0.0,5000
2000,A_baseline,5,5,false,8,0,false,0,4481,0,0,0.876,0.7129727166279244,0,0.0,0.0,5000
2000,A_baseline,5,5,false,24,0,false,0,0,0,0,0.577,0.27440003809084684,0,0.0,0.0,5000
2000,A_baseline,5,5,false,10,0,false,0,3918,0,0,0.112,0.7311099924298129,0,0.0,0.0,5000
2000,A_baseline,5,5,false,2,0,false,0,0,0,0,0.7435,0.43690358813115737,0,0.0,0.0,5000
2000,A_baseline,5,5,false,12,0,false,0,0,0,0,0.3965,0.28972502962477825,0,0.0,0.0,5000
2000,A_baseline,5,5,false,20,0,false,0,0,0,0,0.4375,0.2613936374332901,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,25,0,false,139,133,0,0,0.936,0.8237151770435368,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,3,0,false,174,150,0,0,0.045,0.8705516040804913,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,21,0,false,180,158,0,0,0.9525,0.8564527196437572,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,11,0,false,153,134,0,0,0.058,0.8418591233002333,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,9,0,false,227,197,0,0,0.068,0.831051255013606,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,13,0,false,135,115,0,0,0.055,0.823512677007763,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,15,0,false,350,172,0,0,0.9505,0.8415052451397959,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,30,0,false,148,138,0,0,0.937,0.8249507833183799,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,5,0,false,158,149,0,0,0.961,0.8738204282641048,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,29,0,false,137,123,0,0,0.9495,0.8483474981558123,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,19,0,false,162,149,0,0,0.0455,0.8504799718341451,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,23,0,false,142,121,0,0,0.949,0.8505324416353487,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,1,0,false,179,160,0,0,0.0615,0.8358323589106158,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,7,0,false,124,114,0,0,0.9655,0.8909163205770776,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,17,0,false,138,113,0,0,0.045,0.8659345966378669,0,0.0,0.0,5000
